지역,제목,대상,종목,일시,장소,참가규모(명),주소,전화번호,Latitude,Longitude
강동구,일반체육활동사업,유아,유아체육,화 09:50~10:30,천호병설유치원,24명,서울특별시 강동구 구천면로 310-11,02-470-9771,37.5472435,127.1363564
강동구,학교체육,유소년,학교체육,월 14:30~15:30,천동초등학교,25명,서울특별시 강동구 성안로 201,02-483-4446,37.5410023,127.1368778
강동구,학교체육,유소년,학교체육,월 13:30~14:30,천동초등학교,25명,서울특별시 강동구 성안로 200,02-483-4445,37.5405873,127.1376054
강동구,어르신체육활동사업,어르신,근력&스트레칭,금 14:30~15:15,프라이어팰리스경로당,15명,서울특별시 강동구 고덕로 130,02-426-4674,37.5535267,127.1395007
강동구,어르신체육활동사업,어르신,근력&스트레칭,금 11:00~11:40,강동노인복지관데이케어센터,20명,서울특별시 강동구 동남로71길 32-5 4층,02-426-2048,37.5523352,127.1542761
강동구,어르신체육활동사업,어르신,근력&스트레칭,목 15:30~16:10,천호동성당 데이케어센터,15명,서울특별시 강동구 구천면로 236-1-성우안토니오관 5층,02-471-9973,37.5414115,127.1313955
강동구,어르신체육활동사업,어르신,근력&스트레칭,목 14:00~15:00,성가정복지관,25명,서울특별시 강동구 양재대로156길 28-(고덕동 317-25) 명일동천주교회,02-481-2217,37.5560729,127.1464357
강동구,어르신체육활동사업,어르신,근력&스트레칭,목 11:00~11:40,암사행복데이케어센터,15명,서울특별시 강동구 올림픽로98길 30-탑스빌딩 3층,02-441-5565,37.550623,127.129372
강동구,어르신체육활동사업,어르신,근력&스트레칭,수 14:00~14:40,삼익파크 경로당,15명,서울특별시 강동구 명일로 293 길동삼익파크,UNK,37.5438556,127.147483
강동구,어르신체육활동사업,어르신,근력&스트레칭,수 13:00~13:40,둔촌현대A 4차 경로당,10명,서울특별시 강동구 진황도로61길 7,02-476-5700,37.5296539,127.1438324
강동구,어르신체육활동사업,어르신,근력&스트레칭,화 14:30~15:30,강동노인복지관,15명,서울특별시 강동구 동남로71길 32-5 4층,070-7510-3051,37.5523352,127.1542761
강동구,어르신체육활동사업,어르신,근력&스트레칭,화 11:00~11:40,미르친구데이케어센터,14명,"서울특별시 강동구 천호옛14길 37, 3층",02-489-6656,37.5360692,127.1276354
강동구,어르신체육활동사업,어르신,근력&스트레칭,월 15:30~16:10,가온데이케어센터,15명,"서울특별시 강동구 천호대로 1203-6,  7층",02-489-0993,37.5355851,127.1447791
강동구,어르신체육활동사업,어르신,근력&스트레칭,월 13:30~14:10,고덕리엔파크1단지 경로당,10명,서울특별시 강동구 상일로 152,02-426-1933,37.5611803,127.1716648
강동구,어르신체육활동사업,어르신,스트레칭,금 11:00~11:40,반석햇빛데이케어센터,15명,서울특별시 강동구 양재대로130길 11-금터빌딩2층,02-477-4268,37.5459421,127.1436457
강동구,어르신체육활동사업,어르신,스트레칭,목 15:30~16:10,해공노인복지관데이케어센터,10명,서울특별시 강동구 천중로17길 42-16,02-478-0601,37.5462363,127.1317875
강동구,어르신체육활동사업,어르신,스트레칭,목 14:40~15:20,해공노인복지관,20명,서울특별시 강동구 천중로17길 42-16,02-478-0602,37.5462363,127.1317875
강동구,어르신체육활동사업,어르신,스트레칭,목 14:00~14:40,해공노인복지관,20명,서울특별시 강동구 천중로17길 42-16,02-478-0601,37.5462363,127.1317875
강동구,어르신체육활동사업,어르신,스트레칭,수 15:30~16:10,가온데이케어센터,15명,"서울특별시 강동구 천호대로 1203-6,  7층",02-489-0993,37.5355851,127.1447791
강동구,어르신체육활동사업,어르신,스트레칭,수 10:50~11:30,미르사랑데이케어센터,20명,서울특별시 강동구 천호대로 1210 은선빌딩 4층,02-475-8808,37.5349028,127.1456485
강동구,어르신체육활동사업,어르신,스트레칭,화 15:30~16:10,가온데이케어센터,15명,"서울특별시 강동구 천호대로 1203-6,  7층",02-489-0993,37.5355851,127.1447791
강동구,어르신체육활동사업,어르신,스트레칭,화 11:00~12:00,강동노인복지관,25명,서울특별시 강동구 동남로71길 32-5 4층,070-7510-3051,37.5523352,127.1542761
강동구,어르신체육활동사업,어르신,스트레칭,월 14:00~15:00,성가정복지관,25명,서울특별시 강동구 양재대로156길 28-(고덕동 317-25) 명일동천주교회,02-481-2217,37.5560729,127.1464357
강동구,어르신체육활동사업,어르신,스트레칭,월 11:00~11:40,반석햇빛데이케어센터,15명,서울특별시 강동구 양재대로130길 11-금터빌딩2층,02-477-4268,37.5459421,127.1436457
강동구,어르신체육활동사업,어르신,스트레칭,목 14:00~15:00/15:00~16:00,강동노인복지관,15명,서울특별시 강동구 동남로71길 32-5,070-7510-3051,37.5523352,127.1542761
강동구,어르신체육활동사업,어르신,스트레칭,금 14:00~15:00,해공노인복지관데이케어센터,20명,서울특별시 강동구 천중로17길 42-16,02-478-0601,37.5462363,127.1317875
강동구,어르신체육활동사업,어르신,스트레칭,금 11:00~11:40,반석햇빛데이케어센터,15명,서울특별시 강동구 양재대로130길 11-금터빌딩2층,02-477-4268,37.5459421,127.1436457
강동구,어르신체육활동사업,어르신,스트레칭,목 10:45~11:30,성내2동경로당,15명,서울특별시 강동구 올림픽로62길 35,02-442-1026,37.5365291,127.1247991
강동구,어르신체육활동사업,어르신,스트레칭,화 11:20~12:00/수 14:30~15:20,프라이어팰리스경로당,15명,서울특별시 강동구 고덕로 130,02-426-4674,37.5535267,127.1395007
강동구,어르신체육활동사업,어르신,스트레칭,수 11:20~12:00,해공노인복지관,15명,서울특별시 강동구 천중로17길 42-16,02-478-0601,37.5462363,127.1317875
강동구,어르신체육활동사업,어르신,스트레칭,화 14:00~14:40,천호동성당 데이케어센터,15명,서울특별시 강동구 구천면로 236-1-성우안토니오관 5층,02-471-9973,37.5414115,127.1313955
강동구,어르신체육활동사업,어르신,스트레칭,화 10:00~11:00,성가정복지관,25명,서울특별시 강동구 양재대로156길 28-(고덕동 317-25) 명일동천주교회,02-481-2217,37.5560729,127.1464357
강동구,어르신체육활동사업,어르신,스트레칭,월14:40:~15:30,선사현대아파트경로당,15명,서울특별시 강동구 상암로 11,UNK,37.552396,127.1258146
서초구,어르신체육활동사업,어르신,생활,월 13:00~14:10,서초1동경로당,10명,서울특별시 서초구 효령로68길 49-3,02-578-1515,37.4855876,127.0226607
강동구,어르신체육활동사업,어르신,스트레칭,월 13:30~14:10,강동노인복지관데이케어센터,20명,서울특별시 강동구 동남로71길 32-5 4층,02-426-2048,37.5523352,127.1542761
강동구,어르신체육활동사업,어르신,스트레칭,월 10:50~11:30,성내3동 제1경로당,10명,서울특별시 강동구 양재대로97길 41,02-486-4391,37.5313746,127.1349248
송파구,일반체육활동사업,초등 1~2학년,학교체육,금 14:40~16:10(2),석촌초등학교,30명,서울특별시 송파구 가락로11길 26,02-416-4075,37.5025525,127.1047464
송파구,일반체육활동사업,초등 1~2학년,학교체육,목 15:30~16:50(2),오륜초등학교,30명,서울특별시 송파구 양재대로 1196,02-403-8823,37.5120578,127.1345437
송파구,일반체육활동사업,초등 1~2학년,학교체육,수 14:00~15:20(2),잠일초등학교,40명,서울특별시 송파구 올림픽로,02-413-2853,37.5209922,127.0991094
송파구,일반체육활동사업,초등 1~2학년,학교체육,화 14:30~16:00(2),잠전초등학교,30명,서울특별시 송파구 올림픽로12길 51,02-423-5625,37.5067798,127.0842121
송파구,어르신체육활동사업,어르신,당구,화 10:30~11:50(2),럭셔리당구장,20명,서울특별시 송파구 송이로17길 61 태준빌딩,02-408-6449,37.5023062,127.1255331
송파구,어르신체육활동사업,어르신,탁구,월 15:00~16:20(2),송파종합사회복지관,20명,서울특별시 송파구 오금로51길 34(거여동),02-401-1919,37.4929694,127.1506915
송파구,일반체육활동사업,유아 만6~7세,유아체육,월 10:30~11:10,아우름체육센터,15명,서울특별시 송파구 성내천로 162 (마천동),02-443-0138,37.4993491,127.1527728
송파구,일반체육활동사업,유아 만6~7세,유아체육,수 10:30~11:10,아우름체육센터,15명,서울특별시 송파구 오금로53길 14,02-402-1900,37.4955795,127.1424261
송파구,어르신체육활동사업,어르신,생활체조,금 14:00~14:40,파인2경로당,15명,서울특별시 송파구 충민로 151,02-443-8986,37.4840338,127.1311955
송파구,어르신체육활동사업,어르신,생활체조,금 11:00~11:40,사회복지관,30명,서울특별시 송파구 오금로51길 34,02-401-1919,37.4982788,127.1417792
송파구,어르신체육활동사업,어르신,생활체조,목 13:30~14:10,거여동구립경로당,15명,서울특별시 송파구 오금로476-12,02-448-3146,37.4936986,127.1417529
송파구,어르신체육활동사업,어르신,생활체조,목 11:00~11:40,동아효성경로당,15명,서울특별시 송파구 양산로8길 24,UNK,37.4903243,127.146233
송파구,어르신체육활동사업,어르신,생활체조,수 14:50~15:30,송파복지센터,20명,서울특별시 송파구 백제고분로41길 19-24 신원빌딩,02-2202-3671,37.5070999,127.1064309
송파구,어르신체육활동사업,어르신,생활체조,수 14:00~14:40,송파치매지원센터,20명,서울특별시 송파구 충민로 184,02-2147-5050,37.4857377,127.1341313
송파구,어르신체육활동사업,어르신,생활체조,수 10:00~10:40,훼밀리데이케어센터,20명,서울특별시 송파구 문정동 150-30,02-400-9506,37.4911633,127.1161346
송파구,어르신체육활동사업,어르신,생활체조,화 14:20~15:00,잔버들경로당,15명,서울특별시 송파구 새말로15길 17-5,UNK,37.4851827,127.128881
송파구,어르신체육활동사업,어르신,생활체조,화 11:00~11:40,삼익경로당,15명,서울특별시 송파구 오금로32길 13 가락삼익맨숀,UNK,37.504216,127.1213083
송파구,어르신체육활동사업,어르신,생활체조,월 11:00~11:40,석촌경로당,15명,서울특별시 송파구 백제고분로 40길 13-16 석촌주민복지관,UNK,37.5030317,127.0982421
송파구,어르신체육활동사업,어르신,생활체조,월 15:00~15:40,사랑드림데이케어센터,20명,"서울특별시 송파구 백제고분로 469 가응빌딩 3,4층",0507-1310-0093,37.51254,127.1132518
송파구,어르신체육활동사업,어르신,생활체조,월 13:30~14:10,잠실데이케어센터,30명,"서울특별시 송파구 가락동 30-2 미팰리스 2,3,4",02-420-2838,37.5004409,127.1236589
송파구,일반체육활동사업,유아 만6~7세,유아체육,금 10:30~11:10,아우름체육센터,20명,서울특별시 송파구 거마로7길 42,02-443-5996,37.4976304,127.14168
송파구,일반체육활동사업,유아 만6~7세,유아체육,수 10:30~11:10,아우름체육센터,15명,서울특별시 송파구 오금로53길 14,02-402-1900,37.4955795,127.1424261
송파구,일반체육활동사업,유아 만6~7세,유아체육,월 10:30~11:10,아우름체육센터,15명,서울특별시 송파구 성내천로 162 (마천동),02-443-0138,37.4993491,127.1527728
송파구,학교체육,유소년,학교체육,목 14:00~15:20(2),송파초등학교,40명,서울특별시 송파구 백제고분로400,02-414-0644,37.5070489,127.1107543
송파구,학교체육,유소년,학교체육,금 14:30~16:00(2),마천청소년수련관,40명,서울특별시 송파구 성내천로 319,02-443-0100,37.4923374,127.1566455
송파구,학교체육,유소년,학교체육,수 15:30~16:10,마천청소년수련관,20명,서울특별시 송파구 성내천로 319,02-443-0100,37.4923374,127.1566455
송파구,일반체육활동사업,초등 1~2학년,학교체육,화 14:00~15:20(2),잠실초등학교,15명,서울특별시 송파구 올림픽로35길 20,02-3432-3571,37.5201075,127.1112729
송파구,학교체육,유소년,학교체육,금 14:00~15:20(2),잠현초등학교,40명,서울특별시 송파구 올림픽로37길 109,02-415-8105,37.5224117,127.1047662
송파구,어르신체육활동사업,어르신,생활체조,화 10:00~10:40,방이시장 고객쉼터,15명,서울특별시 송파구 가락로 243(방이2동),02-474-1201,37.5099699,127.1178491
송파구,어르신체육활동사업,어르신,코어운동,월 14:00~14:40,송파실벗뜨락,20명,서울특별시 백제고분로 42길 5,02-413-9999,37.5058978,127.1097799
송파구,어르신체육활동사업,어르신,공체조,금 14:30~15:10,A+효담라이프케어,10명,서울특별시 송파구 송파대로28길 20 세화빌딩 3층 308호,02-443-0913,37.4941466,127.1202339
송파구,어르신체육활동사업,어르신,코어운동,금 14:10~14:50,송파복지센터,30명,서울특별시 송파구 장지동 92-1,02-409-1616,37.4768715,127.1320663
송파구,어르신체육활동사업,어르신,공체조,금 13:00~13:40,개롱경로당,10명,서울특별시 송파구 거마로61 5층,02-409-6929,37.4985009,127.1464117
송파구,어르신체육활동사업,어르신,공체조,금 10:50~11:30,송파365데이케어센터,15명,서울특별시 송파구 거마로 12,02-409-2388,37.4938322,127.1450098
송파구,어르신체육활동사업,어르신,코어운동,목 15:00~15:40,오금경로문화센터,15명,서울특별시 송파구 성내천로 10길 4,02-430-6555,37.5020862,127.1362342
송파구,어르신체육활동사업,어르신,공체조,목 10:40~11:20,행복케어주야간보호센터,20명,서울특별시 송파구 거마로61 5층,02-508-3870,37.4985009,127.1464117
송파구,어르신체육활동사업,어르신,공체조,수 14:00~14:40,A+잠실데이케어센터,30명,서울특별시 송파구 백제고분로 235,02-2202-2235,37.5032895,127.0928972
송파구,어르신체육활동사업,어르신,코어운동,수 09:40~10:20,마천종합사회복지관,20명,서울특별시 송파구 마천로65길 4,02-449-3141,37.4917741,127.1556303
송파구,어르신체육활동사업,어르신,코어운동,화 14:00~14:40,송파노인종합복지관,30명,서울특별시 송파구 백제고분로 32길 41,02-2203-9400,37.4986807,127.0948732
송파구,어르신체육활동사업,어르신,공체조,화 12:50~13:30,돌마리경로당,15명,서울특별시 송파구 가락로7길 4,02-412-0474,37.500518,127.1034446
송파구,어르신체육활동사업,어르신,공체조,화 11:00~11:40,사랑드림데이케어센터,25명,"서울특별시 송파구 백제고분로 469 가응빌딩 3,4층",02-417-0093,37.51254,127.1132518
송파구,어르신체육활동사업,어르신,공체조,월 12:50~13:30,가락금호경로당,15명,서울특별시 송파구 송파대로 32길 15,02-407-3582,37.4963627,127.1163626
송파구,어르신체육활동사업,어르신,공체조,월 10:40~11:20,민들레데이케어센터,30명,서울특별시 송파구 성내천로 193,02-448-0166,37.5014128,127.1498514
송파구,어르신체육활동사업,어르신,생활체조,목 11:00~11:40,송파노인종합복지관,30명,서울특별시 송파구 백제고분로 32길 41,02-2203-9400,37.4986807,127.0948732
송파구,학교체육,유소년,학교체육,화 14:00~14:40,평화초등학교,30명,서울특별시 송파구 송파대로26길 22,02-443-2748,37.4913885,127.1223688
송파구,어르신체육활동사업,어르신,생활체조,금 14:30~15:10,쌍용경로당,10명,서울특별시 송파구 동남로189,02-3401-5931,37.4955425,127.128118
송파구,어르신체육활동사업,어르신,생활체조,금 13:30~14:10,래미안경로당,15명,서울특별시 송파구 동남로 225,02-400-9934,37.4981912,127.1320968
송파구,어르신체육활동사업,어르신,생활체조,금 11:00~11:40,행복케어주야간보호센터,30명,서울특별시 송파구 거마로61 5층,02-508-3870,37.4985009,127.1464117
송파구,어르신체육활동사업,어르신,생활체조,목 14:20~15:00,장수경로당,15명,서울특별시 송파구 성내천로 318,02-406-7854,37.4925059,127.156045
송파구,어르신체육활동사업,어르신,생활체조,목 13:30~14:10,금호어울림경로당,15명,서울특별시 송파구 성내천로 314,02-400-2965,37.4932448,127.1553684
송파구,어르신체육활동사업,어르신,생활체조,목 10:40~11:20,민들레데이케어센터,30명,서울특별시 송파구 성내천로 193,02-448-0166,37.5014128,127.1498514
송파구,어르신체육활동사업,어르신,생활체조,수 14:10~14:50,송파치매안심센터,10명,서울특별시 송파구 충민로 184,02-2147-5062,37.4857377,127.1341313
송파구,어르신체육활동사업,어르신,생활체조,수 13:20~14:00,파인1단지경로당,10명,서울특별시 송파구 충민로 188,02-406-2929,37.4868233,127.1348088
송파구,어르신체육활동사업,어르신,생활체조,수 10:40~11:20,희나리데이케어센터,26명,"서울특별시 송파구 백제고분로 42길 5, 5층",02-413-3462,37.5058978,127.1097799
송파구,어르신체육활동사업,어르신,생활체조,화 13:50~14:30,미성경로당,10명,서울특별시 송파구 오금로 32길 10,02-417-2387,37.5059443,127.1192556
송파구,어르신체육활동사업,어르신,세라밴드,화 11:00~11:40,늘봄데이케어센터,30명,서울특별시 송파구 마천로 264 5층,02-400-7978,37.4980345,127.1461335
송파구,어르신체육활동사업,어르신,세라밴드,월 15:20~16:00,365데이케어센터,25명,서울특별시  송파구 거마로12 상형빌딩 2층,02-409-2388,37.4938322,127.1450098
송파구,어르신체육활동사업,어르신,생활체조,월 13:30~14:10,거여5단지경로당,15명,서울특별시 송파구 거여동 294,02-403-7234,37.4888872,127.1453182
송파구,어르신체육활동사업,어르신,세라밴드,월 10:40~11:20,문정데이케어,30명,서울 송파구 동남로4길 36 F.I.빌딩,02-403-3677,37.487047,127.1244736
송파구,어르신체육활동사업,어르신,생활체조,금 14:40~15:20,백토경로당,15명,서울특별시 송파구 양재대로72길 47-8,UNK,37.5082064,127.1325811
송파구,어르신체육활동사업,어르신,생활체조,금 13:40~14:20,오금경로당,10명,서울특별시 송파구 성내천로 10길 4,02-406-1764,37.5020862,127.1362342
송파구,어르신체육활동사업,어르신,생활체조,금 10:00~10:50,사회복지관,35명,서울특별시 송파구 오금로51길 34,02-401-1919,37.4982788,127.1417792
송파구,어르신체육활동사업,어르신,생활체조,목 14:00~14:40,마천종합사회복지관,15명,서울특별시 송파구 마천로65길 4,02-449-3141,37.4917741,127.1556303
송파구,어르신체육활동사업,어르신,생활체조,목 11:00~11:40,늘봄데이케어센터,30명,서울특별시 송파구 마천로 264 5층,02-400-7978,37.4980345,127.1461335
송파구,어르신체육활동사업,어르신,생활체조,수 15:00~15:40,송파치매주야간보호센터,30명,서울특별시 송파구 백제고분로 32길 41,02-3431-6736,37.4986807,127.0948732
송파구,어르신체육활동사업,어르신,생활체조,수 14:00~14:40,잠실힐링데이케어센터,30명,서울특별시 송파구 방이동 108-8,02-420-2838,37.5109422,127.1122588
송파구,어르신체육활동사업,어르신,생활체조,수 10:40~11:20,문정데이케어,30명,서울 송파구 동남로4길 36 F.I.빌딩,02-403-3677,37.487047,127.1244736
송파구,어르신체육활동사업,어르신,생활체조,화 14:20~15:00,효담데이케어센터,20명,서울특별시 송파구 송파대로28길 20 세화빌딩 3층 308호,02-443-0913,37.4941466,127.1202339
